Time,UT,Conditions,Comment
06:51,2015-12-12 06:51:00,PH,Photometric according to FORS - Paranal Observatory
23:33,2015-12-12 23:33:00,CL,- Paranal Observatory
00:30,2015-12-13 00:30:00,PH,Photometric according OMEGACAM - Paranal Observatory
04:22,2015-12-13 04:22:00,PH,Photometric according to FORS & OMEGACAM - Paranal Observatory
08:37,2015-12-13 08:37:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:35,2015-12-13 23:35:00,CL,- Paranal Observatory
00:45,2015-12-14 00:45:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:28,2015-12-14 03:28:00,PH,Photometric according to FORS - Paranal Observatory
04:04,2015-12-14 04:04:00,PH,Photometric according OMEGACAM - Paranal Observatory
08:29,2015-12-14 08:29:00,PH,Photometric according FORS - Paranal Observatory
23:34,2015-12-14 23:34:00,CL,- Paranal Observatory
00:28,2015-12-15 00:28:00,PH,According to OmegaCam ZP. - Paranal Observatory
03:26,2015-12-15 03:26:00,PH,Photometric according to OMEGACAM - Paranal Observatory
08:40,2015-12-15 08:40:00,PH,Photometric according to FORS - Paranal Observatory
23:45,2015-12-15 23:45:00,CL,clear condition - Paranal Observatory
01:35,2015-12-16 01:35:00,PH,photometric condition according to OmegaCam - Paranal Observatory
05:00,2015-12-16 05:00:00,PH,- Paranal Observatory
05:59,2015-12-16 05:59:00,PH,- Paranal Observatory
06:30,2015-12-16 06:30:00,PH,According to OmegaCam - Paranal Observatory
07:14,2015-12-16 07:14:00,PH,- Paranal Observatory
23:55,2015-12-16 23:55:00,CL,We start Clear condition - Paranal Observatory
00:41,2015-12-17 00:41:00,PH,photometric condition according to OmegaCAm - Paranal Observatory
03:04,2015-12-17 03:04:00,PH,- Paranal Observatory
05:22,2015-12-17 05:22:00,PH,- Paranal Observatory
06:15,2015-12-17 06:15:00,PH,- Paranal Observatory
23:15,2015-12-17 23:15:00,CL,- Paranal Observatory
01:16,2015-12-18 01:16:00,CL,- Paranal Observatory
02:20,2015-12-18 02:20:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
03:35,2015-12-18 03:35:00,PH,- Paranal Observatory
05:35,2015-12-18 05:35:00,PH,- Paranal Observatory
23:43,2015-12-18 23:43:00,CL,Started on clear condition - Paranal Observatory
00:59,2015-12-19 00:59:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
02:50,2015-12-19 02:50:00,PH,- Paranal Observatory
05:13,2015-12-19 05:13:00,PH,- Paranal Observatory
06:02,2015-12-19 06:02:00,PH,- Paranal Observatory
06:59,2015-12-19 06:59:00,PH,- Paranal Observatory
07:40,2015-12-19 07:40:00,PH,- Paranal Observatory
08:21,2015-12-19 08:21:00,PH,- Paranal Observatory
23:47,2015-12-19 23:47:00,CL,Clear condition - Paranal Observatory
01:06,2015-12-20 01:06:00,PH,Photometric condition according to OmegaCam - Paranal Observatory
02:18,2015-12-20 02:18:00,PH,- Paranal Observatory
03:08,2015-12-20 03:08:00,PH,- Paranal Observatory
05:06,2015-12-20 05:06:00,PH,- Paranal Observatory
06:18,2015-12-20 06:18:00,PH,- Paranal Observatory
07:12,2015-12-20 07:12:00,PH,Photometric condition according to FORS - Paranal Observatory
08:44,2015-12-20 08:44:00,PH,- Paranal Observatory
23:38,2015-12-20 23:38:00,TK,Thick clouds 70% of sky - Paranal Observatory
00:17,2015-12-21 00:17:00,TN,thin clouds - Paranal Observatory
00:55,2015-12-21 00:55:00,TN,- Paranal Observatory
01:37,2015-12-21 01:37:00,TN,- Paranal Observatory
02:23,2015-12-21 02:23:00,TN,- Paranal Observatory
03:40,2015-12-21 03:40:00,TN,- Paranal Observatory
04:05,2015-12-21 04:05:00,TN,- Paranal Observatory
05:19,2015-12-21 05:19:00,TN,- Paranal Observatory
06:30,2015-12-21 06:30:00,TN,- Paranal Observatory
07:19,2015-12-21 07:19:00,TN,- Paranal Observatory
00:08,2015-12-22 00:08:00,CL,Clear Condition - Paranal Observatory
02:22,2015-12-22 02:22:00,PH,Photometric Condition according to OmegaCam - Paranal Observatory
03:48,2015-12-22 03:48:00,PH,- Paranal Observatory
04:49,2015-12-22 04:49:00,PH,- Paranal Observatory
07:32,2015-12-22 07:32:00,PH,- Paranal Observatory
08:24,2015-12-22 08:24:00,CL,- Paranal Observatory
23:45,2015-12-22 23:45:00,CL,- Paranal Observatory
00:46,2015-12-23 00:46:00,PH,According to Omegacam ZP - Paranal Observatory
03:38,2015-12-23 03:38:00,PH,According to Omegacam Zp - Paranal Observatory
23:11,2015-12-23 23:11:00,TN,TN cirrus covering >60% of sky - Paranal Observatory
01:40,2015-12-24 01:40:00,TK,TK cirrus above 30deg NE and rising - Paranal Observatory
03:40,2015-12-24 03:40:00,CY,"Overcast, 100% sky covered. Closing telescopes. - Paranal Observatory"
06:55,2015-12-24 06:55:00,TK,"Conditions improved, opening telescopes - Paranal Observatory"
23:35,2015-12-24 23:35:00,CY,"TK clouds covering >60% sky, telescopes delivered closed - Paranal Observatory"
04:02,2015-12-25 04:02:00,CY,TK clouds covering ~100% sky - Paranal Observatory
06:17,2015-12-25 06:17:00,CY,TK clouds covering >60% sky - Paranal Observatory
07:41,2015-12-25 07:41:00,CY,"Overcast, night finished - Paranal Observatory"
23:23,2015-12-25 23:23:00,CL,- Paranal Observatory
00:51,2015-12-26 00:51:00,PH,According to Omegacam Zp - Paranal Observatory
06:06,2015-12-26 06:06:00,PH,According to Omegacam Zp - Paranal Observatory
23:35,2015-12-26 23:35:00,CL,- Paranal Observatory
00:37,2015-12-27 00:37:00,PH,According to Omegacam Zp - Paranal Observatory
01:30,2015-12-28 01:30:00,PH,According to Omegacam Zp - Paranal Observatory
01:50,2015-12-28 01:50:00,TN,Some cirrus were visible towards South/East above 40 deg. - Paranal Observatory
01:52,2015-12-28 01:52:00,TN,- Paranal Observatory
04:32,2015-12-28 04:32:00,TN,TN Cirrus passing N-S above 30deg W - Paranal Observatory
07:36,2015-12-28 07:36:00,TN,TN cirrus passing N-S - Paranal Observatory
23:35,2015-12-28 23:35:00,CL,- Paranal Observatory
01:06,2015-12-29 01:06:00,PH,According to FORZ Zp - Paranal Observatory
01:06,2015-12-29 01:06:00,PH,According to OMEGACAM Zp - Paranal Observatory
03:13,2015-12-29 03:13:00,WI,Wind above 12m/s pointing restriction NE - Paranal Observatory
03:55,2015-12-29 03:55:00,CL,No more pointing restriction - Paranal Observatory
04:20,2015-12-29 04:20:00,WI,Pointing restriction NE - Paranal Observatory
05:11,2015-12-29 05:11:00,CL,No more pointing restriction - Paranal Observatory
05:28,2015-12-29 05:28:00,CL				WI,Pointing restriction from now on towards North - East. - Paranal Observatory
23:45,2015-12-29 23:45:00,CL,Sky clear - Paranal Observatory
00:52,2015-12-30 00:52:00,PH,Acoording to OCAM zp and FORS zp - Paranal Observatory
03:39,2015-12-30 03:39:00,CL,Clear sky - Paranal Observatory
07:39,2015-12-30 07:39:00,CL				WI,Pointing restriction to NE - Paranal Observatory
08:21,2015-12-30 08:21:00,CL,- Paranal Observatory
23:47,2015-12-30 23:47:00,CL,Sky clear - Paranal Observatory
07:34,2015-12-31 07:34:00,CL,Sky  clear - Paranal Observatory
23:45,2015-12-31 23:45:00,CL,Sky clear - Paranal Observatory
04:52,2016-01-01 04:52:00,CL,Sky clear    some clouds below 20 degs to the E ans W - Paranal Observatory
08:10,2016-01-01 08:10:00,CL,Sky clear     few clouds to the east below 30 degs - Paranal Observatory
23:44,2016-01-01 23:44:00,CL,Sky clear  some clouds to north below 30 degs - Paranal Observatory
05:18,2016-01-02 05:18:00,CL,All sky clear - Paranal Observatory
06:42,2016-01-02 06:42:00,CL,Sky clear       some clouds to the E at 30 degs and below    few to west below 30 degs - Paranal Observatory
07:42,2016-01-02 07:42:00,TN,Few thin cirrus passing over         To N and NE at 50 degs thin clouds - Paranal Observatory
08:19,2016-01-02 08:19:00,TN,Thin clouds passing from NW to SE - Paranal Observatory
00:10,2016-01-03 00:10:00,CL,Sky clear/      clouds to N NE below 30 degs - Paranal Observatory
00:42,2016-01-03 00:42:00,PH,According to ocam  zp - Paranal Observatory
01:53,2016-01-03 01:53:00,CL,Sky clear                 Clouds at 30 degs W and E - Paranal Observatory
02:14,2016-01-03 02:14:00,TN,Thin clouds passing from NW to SE - Paranal Observatory
04:57,2016-01-03 04:57:00,TN,Thin passing - Paranal Observatory
06:29,2016-01-03 06:29:00,TN,Thin clouds keep passing from NW to SE          Thick below 30 degs to W and E NE - Paranal Observatory
23:42,2016-01-03 23:42:00,CL,Sky clear          thick clouds to W SW below 20 degs - Paranal Observatory
04:29,2016-01-04 04:29:00,CL,Sky clear              clods to SW below 20 degs and also to  E and NE below 30 degs - Paranal Observatory
06:25,2016-01-04 06:25:00,CL,Sky clear                / some clouds to west below 20 degs - Paranal Observatory
23:40,2016-01-04 23:40:00,TN,Thin at 40 degs to NW and thick below 30 degs - Paranal Observatory
01:01,2016-01-05 01:01:00,CL,Sky clear                     Thicks remain to west at and below 30 degs - Paranal Observatory
02:53,2016-01-05 02:53:00,TN,Thin passing from NW to SE - Paranal Observatory
03:15,2016-01-05 03:15:00,TK,Thick covering lihe 40% of sky to SE at 50 degs and more coming - Paranal Observatory
04:06,2016-01-05 04:06:00,TK,Thick keep passing over summit W to E - Paranal Observatory
05:05,2016-01-05 05:05:00,TK,Thin passing and thick to SE     more thick at west at 40 degs - Paranal Observatory
05:20,2016-01-05 05:20:00,TN,Now thin traces of clouds passing                Still thick to W SW at 30 degs - Paranal Observatory
06:30,2016-01-05 06:30:00,TN,Few thin still passing over summit - Paranal Observatory
07:41,2016-01-05 07:41:00,TN,Thin keep passing over summit// - Paranal Observatory
23:53,2016-01-05 23:53:00,TN,- Paranal Observatory
02:06,2016-01-06 02:06:00,CL,- Paranal Observatory
03:58,2016-01-06 03:58:00,PH,according to OmegaCAM - Paranal Observatory
23:52,2016-01-06 23:52:00,CL,- Paranal Observatory
05:59,2016-01-07 05:59:00,PH,according to OmegaCAM - Paranal Observatory
23:46,2016-01-07 23:46:00,CL,- Paranal Observatory
03:25,2016-01-08 03:25:00,PH,according to OmegaCAM - Paranal Observatory
00:02,2016-01-09 00:02:00,CL,- Paranal Observatory
01:02,2016-01-09 01:02:00,PH,according to OmegaCAM - Paranal Observatory
23:54,2016-01-09 23:54:00,CL,- Paranal Observatory
02:53,2016-01-10 02:53:00,PH,according to FORS2 - Paranal Observatory
23:53,2016-01-10 23:53:00,CL,- Paranal Observatory
00:41,2016-01-11 00:41:00,PH,according to FORS2 - Paranal Observatory
06:28,2016-01-11 06:28:00,CL,- Paranal Observatory
00:03,2016-01-12 00:03:00,TN,- Paranal Observatory
02:18,2016-01-12 02:18:00,CL,- Paranal Observatory
02:49,2016-01-12 02:49:00,PH,according to FORS2 - Paranal Observatory
23:50,2016-01-12 23:50:00,TK,"TK Cirrus to the W, NW and E at 45 degrees altitude and passing. - Paranal Observatory"
03:30,2016-01-13 03:30:00,CY,OVERCAST. Telescopes were closed. - Paranal Observatory
23:44,2016-01-13 23:44:00,CL,- Paranal Observatory
05:41,2016-01-14 05:41:00,PH,PHO according to OMEGACAM. - Paranal Observatory
00:11,2016-01-15 00:11:00,CL,- Paranal Observatory
00:30,2016-01-15 00:30:00,PH,PH according OMEGACAm Zp. - Paranal Observatory
23:57,2016-01-15 23:57:00,CL,- Paranal Observatory
01:21,2016-01-16 01:21:00,WI,Pointing restriction to the South. Windspeed around ~ 13 m/s. - Paranal Observatory
00:00,2016-01-17 00:00:00,CL,- Paranal Observatory
01:27,2016-01-17 01:27:00,PH,PH according OMEGACAM zp. - Paranal Observatory
23:59,2016-01-17 23:59:00,CL,- Paranal Observatory
00:48,2016-01-18 00:48:00,PH,PH according OMEGACAM Zp. - Paranal Observatory
23:57,2016-01-18 23:57:00,CL,- Paranal Observatory
01:00,2016-01-19 01:00:00,PH,PH according OMEGACAM Zp. - Paranal Observatory
00:01,2016-01-20 00:01:00,CL,- Paranal Observatory
04:00,2016-01-20 04:00:00,CL				WI,Pointing restriction to the N - Paranal Observatory
04:56,2016-01-20 04:56:00,CL,No more pointing restriction - Paranal Observatory
08:05,2016-01-20 08:05:00,CL,- Paranal Observatory
23:47,2016-01-20 23:47:00,CL,- Paranal Observatory
00:56,2016-01-21 00:56:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:59,2016-01-21 03:59:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:45,2016-01-21 23:45:00,CL,- Paranal Observatory
01:31,2016-01-22 01:31:00,PH,Photometric according OMEGACAM - Paranal Observatory
03:59,2016-01-22 03:59:00,CL,Clear according OMEGACAM - Paranal Observatory
23:47,2016-01-22 23:47:00,CL,- Paranal Observatory
02:09,2016-01-23 02:09:00,PH,Photometric according OMEGACAM - Paranal Observatory
06:07,2016-01-23 06:07:00,CL,Clear according OMEGACAM - Paranal Observatory
23:57,2016-01-23 23:57:00,CL,- Paranal Observatory
06:00,2016-01-24 06:00:00,CL,according to OmegaCAM - Paranal Observatory
23:45,2016-01-24 23:45:00,CL,- Paranal Observatory
00:56,2016-01-25 00:56:00,PH,Photometric according OMEGACAM - Paranal Observatory
05:49,2016-01-25 05:49:00,PH,Photometric according OMEGACAM - Paranal Observatory
23:51,2016-01-25 23:51:00,TN,- Paranal Observatory
01:42,2016-01-26 01:42:00,CL,- Paranal Observatory
04:59,2016-01-26 04:59:00,WI,pointing restriction - Paranal Observatory
07:15,2016-01-26 07:15:00,HU,telescopes closed due to high humidity - Paranal Observatory
01:05,2016-01-27 01:05:00,PH,Photometric according OmegaCam - Paranal Observatory
02:47,2016-01-27 02:47:00,PH				WI,Pointing restriction declared. - Paranal Observatory
04:07,2016-01-27 04:07:00,PH				WI,OmegaCam confirms PHO condition. - Paranal Observatory
04:14,2016-01-27 04:14:00,PH				WI,According to Omega Cam - Paranal Observatory
00:10,2016-01-28 00:10:00,CL,We start the night with Clear - Paranal Observatory
00:53,2016-01-28 00:53:00,PH,Photometric according to Omega Cam - Paranal Observatory
03:50,2016-01-28 03:50:00,PH,Photometric according to Omega Cam - Paranal Observatory
00:16,2016-01-29 00:16:00,CL,Starting with Clear conditions - Paranal Observatory
00:43,2016-01-29 00:43:00,PH,Photometric according to Omega Cam - Paranal Observatory
04:05,2016-01-29 04:05:00,PH,Photometric according to Omega Cam - Paranal Observatory
00:08,2016-01-30 00:08:00,CL,Starting with Clear conditions - Paranal Observatory
00:59,2016-01-30 00:59:00,PH,Photometric according to Omega Cam - Paranal Observatory
23:52,2016-01-30 23:52:00,CL,Starting with Clear conditions - Paranal Observatory
00:51,2016-01-31 00:51:00,PH,Photometric according to Omega Cam - Paranal Observatory
23:59,2016-01-31 23:59:00,CL,Starting with Clear conditions - Paranal Observatory
00:41,2016-02-01 00:41:00,PH,Photometric according to Omega Cam - Paranal Observatory
00:01,2016-02-02 00:01:00,CL,Starting with Clear conditions - Paranal Observatory
01:37,2016-02-02 01:37:00,PH,Photometric according to Omega Cam - Paranal Observatory
04:24,2016-02-02 04:24:00,PH,Photometric according to Omega Cam - Paranal Observatory
23:39,2016-02-02 23:39:00,CL,No clouds were visible - Paranal Observatory
01:01,2016-02-03 01:01:00,PH,According to OMEGACAM zp - Paranal Observatory
05:20,2016-02-03 05:20:00,CL,According to OMEGACAM zp - Paranal Observatory
09:06,2016-02-03 09:06:00,CL,Night ended under CLEAR condition - Paranal Observatory
23:39,2016-02-03 23:39:00,CL,No clouds were visible. - Paranal Observatory
02:00,2016-02-04 02:00:00,PH,According to OMEGACAM zp - Paranal Observatory
04:35,2016-02-04 04:35:00,PH,According to OMEGACAM zp - Paranal Observatory
05:17,2016-02-04 05:17:00,CL,According to OMEGACAM zp - Paranal Observatory
09:02,2016-02-04 09:02:00,CL,Night ended under CLEAR condition - Paranal Observatory
23:35,2016-02-04 23:35:00,CL,No clouds were visible. - Paranal Observatory
02:00,2016-02-05 02:00:00,PH,According to OMEGACAM zp - Paranal Observatory
04:35,2016-02-05 04:35:00,PH,According to OMEGACAM zp - Paranal Observatory
23:40,2016-02-05 23:40:00,CL,No clouds were visible - Paranal Observatory
03:09,2016-02-06 03:09:00,CL,CLR condition remains. - Paranal Observatory
06:25,2016-02-06 06:25:00,CL,- Paranal Observatory
08:55,2016-02-06 08:55:00,CL,Night ended under CLR condition - Paranal Observatory
23:41,2016-02-06 23:41:00,CY,Telescopes were delivered with the dome closed due to overcast. - Paranal Observatory
01:45,2016-02-07 01:45:00,TN,"Transparency condition improved a lot so operations started under THIN condition (some clouds were visible towards West and South, above 30 deg) - Paranal Observatory"
02:20,2016-02-07 02:20:00,TK,Some THICK clouds that were below 30 deg  have moved up. - Paranal Observatory
04:14,2016-02-07 04:14:00,TK,Some THICK clouds were still passing by at high altitude - Paranal Observatory
05:15,2016-02-07 05:15:00,CY,Transparency condition degraded so it was decided to close the domes. - Paranal Observatory
08:07,2016-02-07 08:07:00,CY,NSC along with WO decided to terminate the night due to dangerous clouds that were approaching from North and also from South-East - Paranal Observatory
23:35,2016-02-07 23:35:00,TN,Some THN cirrus were visible all over the sky. THICK cirrus towards East were noticed below 30degl. - Paranal Observatory
01:14,2016-02-08 01:14:00,CL,No clouds were visible. Thunder storm towards South-East could be seen from the plattform - Paranal Observatory
04:26,2016-02-08 04:26:00,CL,CLR condition remains - Paranal Observatory
07:27,2016-02-08 07:27:00,PH,According to FORS2 zp - Paranal Observatory
